-5.048741400241851807e-02,1.440791320055723190e-02,-5.795376300811767578e-01,5.981630682945251465e-01,-4.152419269084930420e-01,-5.255523696541786194e-02
-5.067279562354087830e-02,1.522240228950977325e-02,-5.908302664756774902e-01,5.962131619453430176e-01,-4.095110595226287842e-01,-5.170268937945365906e-02
-5.086245015263557434e-02,1.603519916534423828e-02,-6.021413207054138184e-01,5.941954851150512695e-01,-4.037667214870452881e-01,-5.084639787673950195e-02
-5.105571076273918152e-02,1.684368215501308441e-02,-6.134337782859802246e-01,5.921161174774169922e-01,-3.980288803577423096e-01,-4.998949915170669556e-02
-5.125290155410766602e-02,1.764917373657226562e-02,-6.247266530990600586e-01,5.899714231491088867e-01,-3.922865986824035645e-01,-4.913036897778511047e-02
-5.145407095551490784e-02,1.845298521220684052e-02,-6.360375881195068359e-01,5.877580642700195312e-01,-3.865314722061157227e-01,-4.826764762401580811e-02
-5.165903642773628235e-02,1.925258152186870575e-02,-6.473304033279418945e-01,5.854822397232055664e-01,-3.807817399501800537e-01,-4.740391299128532410e-02
-5.186770856380462646e-02,2.004920691251754761e-02,-6.586235761642456055e-01,5.831412076950073242e-01,-3.750277161598205566e-01,-4.653791338205337524e-02
-5.208086967468261719e-02,2.084424905478954315e-02,-6.699348688125610352e-01,5.807296037673950195e-01,-3.692609369754791260e-01,-4.566811397671699524e-02
-5.229753255844116211e-02,2.163507044315338135e-02,-6.812279820442199707e-01,5.782560706138610840e-01,-3.634992837905883789e-01,-4.479717835783958435e-02
-5.251824483275413513e-02,2.242300659418106079e-02,-6.925211548805236816e-01,5.757158994674682617e-01,-3.577337861061096191e-01,-4.392376914620399475e-02
-5.274330452084541321e-02,2.320945076644420624e-02,-7.038323879241943359e-01,5.731047391891479492e-01,-3.519552350044250488e-01,-4.304639622569084167e-02
-5.297202244400978088e-02,2.399179711937904358e-02,-7.151257991790771484e-01,5.704307556152343750e-01,-3.461813032627105713e-01,-4.216773062944412231e-02
-5.320483818650245667e-02,2.477129548788070679e-02,-7.264190316200256348e-01,5.676897168159484863e-01,-3.404039144515991211e-01,-4.128631949424743652e-02
-5.344211310148239136e-02,2.554927952587604523e-02,-7.377305626869201660e-01,5.648763775825500488e-01,-3.346129357814788818e-01,-4.040079191327095032e-02
-5.368304252624511719e-02,2.632327191531658173e-02,-7.490242123603820801e-01,5.620000362396240234e-01,-3.288267552852630615e-01,-3.951374068856239319e-02
-5.392817407846450806e-02,2.709454670548439026e-02,-7.603175044059753418e-01,5.590556263923645020e-01,-3.230369985103607178e-01,-3.862396255135536194e-02
-5.417777970433235168e-02,2.786428853869438171e-02,-7.716293931007385254e-01,5.560380816459655762e-01,-3.172328770160675049e-01,-3.772959113121032715e-02
-5.440669506788253784e-02,2.860411629080772400e-02,-7.828135490417480469e-01,5.530641078948974609e-01,-3.114428222179412842e-01,-3.683687746524810791e-02
-5.459037795662879944e-02,2.928862534463405609e-02,-7.937785387039184570e-01,5.502415299415588379e-01,-3.056660294532775879e-01,-3.594803437590599060e-02
-5.477863177657127380e-02,2.997102774679660797e-02,-8.047609329223632812e-01,5.473513007164001465e-01,-2.998779416084289551e-01,-3.505557402968406677e-02
-5.497102066874504089e-02,3.064926154911518097e-02,-8.157259821891784668e-01,5.444022417068481445e-01,-2.940963208675384521e-01,-3.416205197572708130e-02
-5.516777187585830688e-02,3.132443502545356750e-02,-8.266911506652832031e-01,5.413898825645446777e-01,-2.883129417896270752e-01,-3.326618671417236328e-02
-5.536891892552375793e-02,3.199651837348937988e-02,-8.376562595367431641e-01,5.383137464523315430e-01,-2.825269699096679688e-01,-3.236776217818260193e-02
-5.557479709386825562e-02,3.266661614179611206e-02,-8.486389517784118652e-01,5.351685881614685059e-01,-2.767289578914642334e-01,-3.146537020802497864e-02
-5.578485503792762756e-02,3.333270549774169922e-02,-8.596043586730957031e-01,5.319642424583435059e-01,-2.709383368492126465e-01,-3.056179545819759369e-02
-5.597190186381340027e-02,3.397904336452484131e-02,-8.707191944122314453e-01,5.287601351737976074e-01,-2.649729549884796143e-01,-2.963540516793727875e-02
