6.174306869506835938e-01,2.711913585662841797e-01,-3.315384387969970703e-01,-2.387966513633728027e-01
6.100333929061889648e-01,2.687836289405822754e-01,-3.312354087829589844e-01,-2.406489849090576172e-01
6.026240587234497070e-01,2.663721144199371338e-01,-3.309317827224731445e-01,-2.425042688846588135e-01
5.952268838882446289e-01,2.639643847942352295e-01,-3.306285738945007324e-01,-2.443565726280212402e-01
5.878294706344604492e-01,2.615566849708557129e-01,-3.303253948688507080e-01,-2.462088465690612793e-01
5.804203748703002930e-01,2.591451406478881836e-01,-3.300217986106872559e-01,-2.480641007423400879e-01
5.730230808258056641e-01,2.567374706268310547e-01,-3.297185897827148438e-01,-2.499164342880249023e-01
5.656256675720214844e-01,2.543298006057739258e-01,-3.294155001640319824e-01,-2.517687678337097168e-01
5.582164525985717773e-01,2.519181668758392334e-01,-3.291118443012237549e-01,-2.536239624023437500e-01
5.508191585540771484e-01,2.495105117559432983e-01,-3.288086950778961182e-01,-2.554763257503509521e-01
5.434218645095825195e-01,2.471028119325637817e-01,-3.285055160522460938e-01,-2.573286890983581543e-01
5.360127687454223633e-01,2.446912676095962524e-01,-3.282018899917602539e-01,-2.591839134693145752e-01
5.286153554916381836e-01,2.422835975885391235e-01,-3.278987407684326172e-01,-2.610362470149993896e-01
5.212180614471435547e-01,2.398758977651596069e-01,-3.275955915451049805e-01,-2.628885805606842041e-01
5.138089656829833984e-01,2.374643534421920776e-01,-3.272919058799743652e-01,-2.647438049316406250e-01
5.064115524291992188e-01,2.350566536188125610e-01,-3.269888162612915039e-01,-2.665961682796478271e-01
4.990142881870269775e-01,2.326489239931106567e-01,-3.266856074333190918e-01,-2.684484124183654785e-01
4.916048943996429443e-01,2.302373498678207397e-01,-3.263820409774780273e-01,-2.703037261962890625e-01
4.842938482761383057e-01,2.278753370046615601e-01,-3.260991573333740234e-01,-2.721680104732513428e-01
4.771560728549957275e-01,2.256051301956176758e-01,-3.258572220802307129e-01,-2.740565836429595947e-01
4.700070321559906006e-01,2.233313322067260742e-01,-3.256149291992187500e-01,-2.759480774402618408e-01
4.628691971302032471e-01,2.210610806941986084e-01,-3.253729939460754395e-01,-2.778366208076477051e-01
4.557314217090606689e-01,2.187908440828323364e-01,-3.251310586929321289e-01,-2.797251045703887939e-01
4.485937654972076416e-01,2.165206521749496460e-01,-3.248891234397888184e-01,-2.816136181354522705e-01
4.414446055889129639e-01,2.142468392848968506e-01,-3.246468901634216309e-01,-2.835051417350769043e-01
4.343069493770599365e-01,2.119766324758529663e-01,-3.244048953056335449e-01,-2.853936553001403809e-01
4.270787537097930908e-01,2.097145766019821167e-01,-3.241869211196899414e-01,-2.873418927192687988e-01
4.198093116283416748e-01,2.074516266584396362e-01,-3.239764571189880371e-01,-2.893127799034118652e-01
4.125514924526214600e-01,2.051922529935836792e-01,-3.237663507461547852e-01,-2.912805676460266113e-01
4.052936732769012451e-01,2.029328346252441406e-01,-3.235562443733215332e-01,-2.932483851909637451e-01
3.980241715908050537e-01,2.006698399782180786e-01,-3.233457505702972412e-01,-2.952193021774291992e-01
3.907662928104400635e-01,1.984104067087173462e-01,-3.231356739997863770e-01,-2.971870601177215576e-01
3.835085332393646240e-01,1.961510628461837769e-01,-3.229255378246307373e-01,-2.991548776626586914e-01
3.762390911579132080e-01,1.938880532979965210e-01,-3.227150440216064453e-01,-3.011257946491241455e-01
3.689811527729034424e-01,1.916286200284957886e-01,-3.225049376487731934e-01,-3.030935823917388916e-01
3.617232739925384521e-01,1.893692761659622192e-01,-3.222948312759399414e-01,-3.050613999366760254e-01
3.544538915157318115e-01,1.871062964200973511e-01,-3.220843672752380371e-01,-3.070322871208190918e-01
3.471960127353668213e-01,1.848468631505966187e-01,-3.218742609024047852e-01,-3.090001046657562256e-01
3.399381935596466064e-01,1.825875192880630493e-01,-3.216641545295715332e-01,-3.109678924083709717e-01
3.326687514781951904e-01,1.803244799375534058e-01,-3.214536905288696289e-01,-3.129388093948364258e-01
3.254109323024749756e-01,1.780650615692138672e-01,-3.212435543537139893e-01,-3.149066567420959473e-01
3.181529939174652100e-01,1.758057028055191040e-01,-3.210334479808807373e-01,-3.168744146823883057e-01
3.108835518360137939e-01,1.735427379608154297e-01,-3.208229541778564453e-01,-3.188453316688537598e-01
3.036257922649383545e-01,1.712833195924758911e-01,-3.206128776073455811e-01,-3.208131194114685059e-01
2.963678538799285889e-01,1.690239161252975464e-01,-3.204027414321899414e-01,-3.227809071540832520e-01
2.891100347042083740e-01,1.667645126581192017e-01,-3.201926350593566895e-01,-3.247486948966979980e-01
2.818405330181121826e-01,1.645015627145767212e-01,-3.199821710586547852e-01,-3.267196416854858398e-01
2.745827436447143555e-01,1.622421145439147949e-01,-3.197720646858215332e-01,-3.286874294281005859e-01
2.673248648643493652e-01,1.599827259778976440e-01,-3.195619285106658936e-01,-3.306552171707153320e-01
2.608439624309539795e-01,1.581645458936691284e-01,-3.191345036029815674e-01,-3.332364857196807861e-01
2.546904385089874268e-01,1.565281599760055542e-01,-3.186204731464385986e-01,-3.360592126846313477e-01
2.485369741916656494e-01,1.548918038606643677e-01,-3.181064724922180176e-01,-3.388819098472595215e-01
2.423737049102783203e-01,1.532528251409530640e-01,-3.175916075706481934e-01,-3.417091071605682373e-01
2.362202703952789307e-01,1.516164690256118774e-01,-3.170775771141052246e-01,-3.445318639278411865e-01
2.300668060779571533e-01,1.499801129102706909e-01,-3.165635466575622559e-01,-3.473545312881469727e-01
2.239034771919250488e-01,1.483410894870758057e-01,-3.160487413406372070e-01,-3.501817286014556885e-01
2.177500724792480469e-01,1.467047184705734253e-01,-3.155347108840942383e-01,-3.530044257640838623e-01
2.117496728897094727e-01,1.468177884817123413e-01,-3.158027827739715576e-01,-3.556279242038726807e-01
2.054387927055358887e-01,1.474508196115493774e-01,-3.167277276515960693e-01,-3.573624789714813232e-01
1.987277269363403320e-01,1.481483429670333862e-01,-3.181095123291015625e-01,-3.574534654617309570e-01
1.924382746219635010e-01,1.495566070079803467e-01,-3.192747235298156738e-01,-3.575850129127502441e-01
1.861388087272644043e-01,1.509670764207839966e-01,-3.204417228698730469e-01,-3.577167987823486328e-01
1.798492968082427979e-01,1.523752808570861816e-01,-3.216069042682647705e-01,-3.578483462333679199e-01
1.735598742961883545e-01,1.537835747003555298e-01,-3.227720558643341064e-01,-3.579798936843872070e-01
1.672604382038116455e-01,1.551940292119979858e-01,-3.239390552043914795e-01,-3.581116795539855957e-01
1.609709560871124268e-01,1.566022932529449463e-01,-3.251042366027832031e-01,-3.582432270050048828e-01
1.546815335750579834e-01,1.580105125904083252e-01,-3.262693881988525391e-01,-3.583748042583465576e-01
1.483920514583587646e-01,1.594187766313552856e-01,-3.274345993995666504e-01,-3.585063815116882324e-01
1.420926153659820557e-01,1.608292311429977417e-01,-3.286015987396240234e-01,-3.586381375789642334e-01
1.361467540264129639e-01,1.622868180274963379e-01,-3.296610116958618164e-01,-3.587872684001922607e-01
1.340009570121765137e-01,1.670555174350738525e-01,-3.313453197479248047e-01,-3.574144244194030762e-01
1.332964003086090088e-01,1.735288649797439575e-01,-3.335543274879455566e-01,-3.551886081695556641e-01
1.325929462909698486e-01,1.799919307231903076e-01,-3.357597887516021729e-01,-3.529663085937500000e-01
1.318895220756530762e-01,1.864549517631530762e-01,-3.379652500152587891e-01,-3.507440686225891113e-01
1.314498186111450195e-01,1.932243555784225464e-01,-3.399935364723205566e-01,-3.484548926353454590e-01
1.330879330635070801e-01,2.012223005294799805e-01,-3.411546349525451660e-01,-3.458430469036102295e-01
1.481951475143432617e-01,2.191611677408218384e-01,-3.409951925277709961e-01,-3.417385816574096680e-01
1.660623550415039062e-01,2.389023005962371826e-01,-3.407376706600189209e-01,-3.372762203216552734e-01
1.922897994518280029e-01,2.647589743137359619e-01,-3.414154052734375000e-01,-3.287939429283142090e-01
2.212070226669311523e-01,2.927969098091125488e-01,-3.425236344337463379e-01,-3.183495700359344482e-01
2.501701116561889648e-01,3.208793699741363525e-01,-3.436336517333984375e-01,-3.078885376453399658e-01
2.790872752666473389e-01,3.489173352718353271e-01,-3.447418808937072754e-01,-2.974441349506378174e-01
3.080042898654937744e-01,3.769552409648895264e-01,-3.458501696586608887e-01,-2.869997322559356689e-01
3.369674980640411377e-01,4.050377309322357178e-01,-3.469601869583129883e-01,-2.765386700630187988e-01
3.649077117443084717e-01,4.323195219039916992e-01,-3.482000231742858887e-01,-2.666271626949310303e-01
3.895168602466583252e-01,4.561742842197418213e-01,-3.492290079593658447e-01,-2.575876414775848389e-01
4.131009876728057861e-01,4.788809120655059814e-01,-3.501325249671936035e-01,-2.488332092761993408e-01
4.366888701915740967e-01,5.015910267829895020e-01,-3.510362207889556885e-01,-2.400774359703063965e-01
4.602728784084320068e-01,5.242976546287536621e-01,-3.519397377967834473e-01,-2.313230633735656738e-01
4.838570058345794678e-01,5.470041632652282715e-01,-3.528432250022888184e-01,-2.225686311721801758e-01
5.074410438537597656e-01,5.697107911109924316e-01,-3.537468016147613525e-01,-2.138142287731170654e-01
5.305668115615844727e-01,5.919988155364990234e-01,-3.546150326728820801e-01,-2.053845822811126709e-01
5.535637140274047852e-01,6.141694784164428711e-01,-3.554731607437133789e-01,-1.970471590757369995e-01
5.755506753921508789e-01,6.356179714202880859e-01,-3.562645912170410156e-01,-1.888688057661056519e-01
6.081342697143554688e-01,6.653861403465270996e-01,-3.569682836532592773e-01,-1.765392571687698364e-01
6.407176256179809570e-01,6.951543092727661133e-01,-3.576720356941223145e-01,-1.642097234725952148e-01
6.724761724472045898e-01,7.242947816848754883e-01,-3.584211468696594238e-01,-1.523482650518417358e-01
7.082253694534301758e-01,7.560803890228271484e-01,-3.592006266117095947e-01,-1.395655274391174316e-01
7.439662218093872070e-01,7.878608107566833496e-01,-3.599818944931030273e-01,-1.267828345298767090e-01
7.775959968566894531e-01,8.180894851684570312e-01,-3.609948158264160156e-01,-1.143219619989395142e-01
8.090893030166625977e-01,8.466405272483825684e-01,-3.619303107261657715e-01,-1.028266847133636475e-01
8.303023576736450195e-01,8.670480847358703613e-01,-3.626549839973449707e-01,-9.599918127059936523e-02
8.515472412109375000e-01,8.874945044517517090e-01,-3.633984923362731934e-01,-8.913251757621765137e-02
8.733791112899780273e-01,9.086495041847229004e-01,-3.644765019416809082e-01,-8.156815171241760254e-02
