-1.112927198410034180e+00,3.308705389499664307e-01,-8.441216349601745605e-01,4.771263599395751953e-01,-9.673243165016174316e-01,1.385344147682189941e+00
-1.308951020240783691e+00,6.154842972755432129e-01,-3.908205926418304443e-01,2.508009970188140869e-01,-1.282390713691711426e+00,1.307985067367553711e+00
-1.532079458236694336e+00,8.250209689140319824e-01,8.404777199029922485e-02,4.935058578848838806e-02,-1.582426428794860840e+00,1.172837495803833008e+00
-1.538824677467346191e+00,8.008383512496948242e-01,-1.213414818048477173e-01,8.875848352909088135e-02,-1.545153737068176270e+00,1.204164624214172363e+00
-1.467796802520751953e+00,6.018946766853332520e-01,-6.384238004684448242e-01,2.978752255439758301e-01,-1.329353809356689453e+00,1.286862492561340332e+00
-1.180413842201232910e+00,2.607343792915344238e-01,-1.056166529655456543e+00,5.611571669578552246e-01,-9.350590109825134277e-01,1.346278667449951172e+00
-7.693185210227966309e-01,-5.546243116259574890e-02,-1.355815887451171875e+00,7.380557656288146973e-01,-5.335930585861206055e-01,1.365847945213317871e+00
-7.871378660202026367e-01,1.476075053215026855e-01,-9.514074325561523438e-01,5.634453892707824707e-01,-7.176069617271423340e-01,1.443570733070373535e+00
-7.652118802070617676e-01,3.718497157096862793e-01,-3.400499224662780762e-01,3.829720616340637207e-01,-9.188426733016967773e-01,1.427638292312622070e+00
-8.219454288482666016e-01,4.007749855518341064e-01,-3.233992159366607666e-01,3.668707311153411865e-01,-9.575351476669311523e-01,1.415486812591552734e+00
-1.083813667297363281e+00,1.368899494409561157e-01,-1.212587833404541016e+00,6.548665165901184082e-01,-7.973987460136413574e-01,1.342492461204528809e+00
-1.330119848251342773e+00,-2.516324520111083984e-01,-1.939325571060180664e+00,1.149002909660339355e+00,-4.779004156589508057e-01,1.014584064483642578e+00
-1.502221703529357910e+00,7.515640556812286377e-02,-1.578544378280639648e+00,8.562639355659484863e-01,-8.903655409812927246e-01,1.160749435424804688e+00
-1.655389666557312012e+00,6.587522029876708984e-01,-6.754242181777954102e-01,2.682421207427978516e-01,-1.455890417098999023e+00,1.246310830116271973e+00
-1.694947838783264160e+00,8.132132291793823242e-01,-3.864884078502655029e-01,1.114748269319534302e-01,-1.611998200416564941e+00,1.196318745613098145e+00
-1.771236419677734375e+00,7.299662828445434570e-01,-6.368319392204284668e-01,2.114658057689666748e-01,-1.570241212844848633e+00,1.212092399597167969e+00
-1.855416655540466309e+00,6.351761817932128906e-01,-9.630016684532165527e-01,3.473585844039916992e-01,-1.546259760856628418e+00,1.184268593788146973e+00
-1.546672582626342773e+00,5.180265307426452637e-01,-8.449190258979797363e-01,3.907986283302307129e-01,-1.291065812110900879e+00,1.281574487686157227e+00
